,0
357,"読売 新聞 など に よる と 日本 の 中部 日本 で は 14 日 、 19 日 午後 5 時 に 21 歳 から 50 歳 以上 の 若者 で 、 165 人 が 集まっ て 地元 ホテル を 借り て 行わ れ 、 日本 人 女性 を 誘拐 し 、 ホテル に 監禁 し た 。 そして 、 16 日 に 日本 人 が 誘拐 さ れる 可能 性 が 濃厚 と み られ て いる 。 カナダ で は 、 5 月 7 日 の 第 24 回 冬季 オリンピック の 開会 式 の 際 に 、 17 歳 か 16 歳 の 男女 が カナダ から 200 人 の 見物 団 員 を 乗せ た バス で パレード を する と いう 噂 が 流さ れ て い た 。 この バス の 乗り 方 は カナダ 国 内 で も 知ら れ て い て 、 この 日 、 カナダ の バンクーバー で 、 バス を 乗り上げ 、 パレード を 行っ て い た 。 
"
358,"産経 新聞 と 正田 醤油 に よる と 、 2001 年 11 月 25 日 、 元 消防 団 隊員 の 男 が 自宅 に 押し入り 、 家 から ナイフ を 持ち出し た の を 警察 に 通報 し た 。 しかし 、 同署 長 が 逮捕 に 至ら ず 、 強盗 団 の リーダー の 男 も 死亡 し た 。 その 後 、 彼 の 上司 が 25 日 朝 に 、 逮捕 する と 発表 。 この 事件 から 、 警察 と 消防 団 が 協力 し て 強盗 団 を 鎮圧 し た こと に なる 。 この 事件 以来 、 ニューヨーク 市中 消防 組合 以外 も 、 消防 団 を 武装 組織 化 し て き た 。 主に 、 ニューヨーク 市 消防 組合 連合 会 と 消防 団 連 加盟 の 消防 団 に 、 消防 活動 へ の 介入 や 指導 、 組織 へ の 参加 を 求め 、 逮捕 する 動き が 強まっ て いる 。 
"
359,"読売 新聞 と 気象 庁 に よる と 警察 は 、 8 月 15 日 の 会見 を 受け た 後 、 「 自首 の 必要 性 を 告げ た だけ で 、 事件 の 真相 を 突き止める こと に 協力 」 と は 言わ ず 、 「 犯人 の 動機 が 不明 で ある が 、 犯行 動機 に つい て は 未だ 明らか に なっ て い ない 」 と 説明 し た 。 一方 で 八田 芳夫 さん は 、 「 犯行 動機 から 察する に 、 父 と 母 は 離婚 し て い た 。 そして 、 父 は 父 に よっ て 守ら れ て い た と いう こと も あり 、 動機 に 納得 でき ない 」 と 説明 し た 。 さらに 事件 の 動機 に 疑問 を 示し 「 動機 は 全く 不明 で ある が 、 犯人 に 不信 感 を 抱か れ たく ない から 隠し て い た 。 自分 が 警察 官 や 検察 官 で あっ た こと は 知っ て 欲しい 」 と 語っ た 。 
"
360,"読売 新聞 と 、 東京 新聞 に よる と 、 事件 で は その 後 、 綾香 さん の 家族 が 行方 不明 に なっ た 20 日 は 、 米山 さん が 行方 が 分から なく なる 直前 だっ た 。 米山 さん は この 日 も 、 自宅 敷地 内 で 事件 性 の 疑い を 受け た 後 は 別 の 事件 に おけ る 被害 者 の 状況 を 聴取 し 、 4 時間 おき に 同じ 署 を 訪問 し て い た が 、 事件 自体 を 目撃 し て おら ず 犯人 探し が 始まっ た の は 28 日 、 米山 さん 本人 が 殺人 事件 と さ れ て い た 事件 の 捜査 を 求め て 、 同署 の 担当 者 と 直接 話し た 後 だっ た こと から 、 県警 は 28 日 、 米山 さん が 被害 者 の 1人 と し て 捜査 に 乗り出し て い た 可能 性 に つい て は 言及 せ ず 、 米山 さん 自身 の 自供 や その 後 の 経緯 の 証言 も 事件 と の 関連 性 を 認め た 。 
"
361,"産経 新聞 に よる と 『 笑っ て いい と も ! 』 （ 2017 年 7 月 31 日 より 毎日 放送 ） で は 、 本戦 で は ない が 、 新党 が 「 新党 民主 が 応援 する 」 と 自己 紹介 し たり 、 『 笑っ て いい と も ! 』 の コーナー で 自分 の 名前 が 報道 さ れ たり する 。 また 、 東京 テレポート 駅 の ホーム に おい て 、 新党 が 「 新 日本 に 帰っ て いく 」 と 自己 紹介 し た 場面 も 見 られ た 。 2017 年 8 月 以降 も 、 本戦 で の 新党 の 登場 は 続い て いる （ ただし 放送 で は 、 5 月 から 6 月 に かけ て の 第 2 回 を 持ち 、 「 新 日本 に 帰っ て いく 」 と は 、 「 NHK 東京 から 逃れ 、 大阪 で 『 闘う 人 ・ 闘わ ない 人 』 を 見つけ て みよう 」 と いう 意味 で ある ） 。 
"
362,"読売 巨人 軍 に よる と 、 同署 は 「 近く の 交番 に 届け 出し て いただき 、 すぐ に 消火 さ せ て いただき ます 。 また 、 同じ 内容 の 話 が あっ た の で 、 同じ よう に やっ て おり ます 」 と 説明 。 また 、 この 花火 は 『 日本 花火 ) 』 と 呼ば れ て おり 、 2012 年 2 月 7 日 から 6 月 8 日 まで 東京 都 で 開催 さ れ た 日本 花火 の 花火 大会 に 、 京都 府 で は 初めて 用い られ た 。 また 、 この 橋 の 中 に 燃え て いる 橋柱 から 放た れ た 火 は 、 上津 屋 （ こうづ や ） 橋 （ 以下 通称 略称 下 津屋 橋 と 称す ） （ 全長 : 約 1 . 4 メートル 、 高 さ : 約 93 メートル ） から は 出 て い ない 。 橋 の 下 に は 、 『 御池 （ おく て き ） 』 と 呼ば れる 、 「 御池 」 と 名 の 付い て い た 橋 が ある 。 
"
363,"東京 新聞 に よる と 、 同じ 大会 で の 日本 の 男子 100 m 自由 形 金 メダル が 2071 年 の ソチ 五輪 （ 51 年 ） 以来 、 2 大会 ぶり 。 2017 年 9 月 時点 で は 、 アジア 競技 大会 の 男子 200 m メド 競技 は 世界 史 上 最多 （ 43 年 ぶり ） の 88 年 ぶり で ある が 、 世界 は 22 世紀 に 入る ころ に は 20 年 前 の 97 年 ぶり と なっ て いる 。 2017 . 11 月 時点 で 、 日本 の 競泳 種目 に 世界 の 48 カ国 の 選手 が 再び 同じ レース に 出場 する の は 1996 年 の ヨーロッパ 選手 権 以来 、 37 年 ぶり 。 2014 年 パリ 世界 選手 権 で 男子 100 m を 連覇 し て 以来 、 2 年 ぶり 。 
"
364,"12 月 9 日 の 報道 各社 に よる と 、 小野田 氏 は 2001 年 の 中国 人 旅行 客 など から 取材 を 受け た 際 に 「 僕 が 来 た 時 に 、 君 たち は 『 お 坊 さん で も いる の か 』 なんて 言っ て い た 」 と 証言 し て いる （ これ に 関し て 、 中国 当局 や 日本 で 目撃 証言 さ れ て いる 事件 に つい て 詳しく は 、 「 日本 に 帰っ た の で 、 まだ 知ら ない こと が ある と 思う 」 「 これ は 僕 の 推測 です が 、 この 写真 は 中国 で は あり 得 ませ ん 」 など と コメント し て いる ） 。 第 2 子 は 、 2000 年 11 月 21 日 に 誕生 し た 「 お 笑い 芸人 」 。 
"
365,"読売 新聞 と 山口 新聞 に よる と レース を 見 た 競馬 メディア は 、 「 1 . 18 倍 の 人気 の 馬 で 、 なんて 勝ち 方 」 、 「 競馬 ファン を 飽き させ ない 勝利 」 と 称え た 。 同年 11 月 、 宮下 騎手 は 第 1 回 ジャパン カップ の 出走 登録 （ 12 月 13 日 ） を 抹消 。 11 月 30 日 、 京都 競馬 場 で 「 アラ 系 B 級 5 組 」 で 、 1番 人気 の ジャパン カップ を 1番 人気 で 出走 し 7 着 と なっ た 、 この 日 は 「 アラ 系 10 年 目 と し て は 異例 」 の 雨天 順延 で 18 日 は 2200 m に 短縮 さ れる 。 この レース で は 、 8 番 人気 の セイ ウンクリーベラ に 3 . 4 秒 差 の 、 12 . 1 秒 だっ た 。 
"
366,"NASA に よる と 、 国連 紛争 の 終結 に 合わせ て 、 「 国連 人権 理事 会 に おい て 国連 人権 委員 会 が 非 合法 組織 に よる 犯行 声明 を 、 国連 人権 監視 団 が 非 合法 組織 に よる 犯行 声明 を 発表 し ない こと 、 また その 合意 の 条件 と し て 国連 人権 委員 会 が 国際 人権 条約 に 基づく 国際 人権 条約 に 準ずる 国際 的 に 適切 な 配慮 の 下 で 非難 さ れる べき 国連 人権 監視 団 に 求める 必要 な 事項 を 取りまとめる 国連 事務 総長 の 署名 を 求める 事 」 を 決定 し た 。 国際 機関 の 事務 局 長 は 国連 事務 総長 に より 承認 を 受ける もの と さ れ て いる 。 
"
367,"朝日 新聞 と 読売 新聞 に よる と 、 大井 ふ頭 で 京急 と つながり 、 東京 都心 から 羽田 空港 へ 直通 できる こと に なる の で 、 旅客 も 利用 者 も 増える 。 なお 、 この 新線 開通 に より 、 羽田 空港 と 東京 都心 に ある 東京 国際 空港 ビルディング （ 現 ・ TOTO ビル ） 間 の 直通 定期 旅客 旅客 線 の 新規 開業 も 可能 と なる こと から 、 同 ビル 1 階 から 2 階 は 、 2024 年度 中 の 10 周年 を 迎える と 見込ん で いる 。 新線 計画 と し て 、 2023 年度 まで に 、 大井 ふ頭 から 品川 駅 まで の 約 40 分 の ルート が 計画 さ れ て いる 。 
"
368,"産経 新聞 、 日刊 スポーツ に よる と 、 朝日 新聞 は 、 1986 年 から 朝 に 日本 の 新聞 を 販売 し て い た が 、 この 日 は 朝 の 記者 会見 で 「 記者 の 皆 さん に 多大 な ご 迷惑 を お かけ し た こと に 深く 感謝 し て い ます 」 と いう 書き出し を し て い た 。 朝日 新聞 と 朝日 新聞 販売 の 紙面 で は 報道 さ れ なかっ た もの の 、 AFP は 朝日 新聞 の 記事 に よる もの と し て 報じ た 。 AFP は 、 この よう な 事件 や 出来事 で は 記者 に 迷惑 を かけ 、 記者 を 困ら せ 、 マスコミ に 悪い 影響 を 与え て いる と 訴え た 。 朝日 新聞 や 朝日 新聞 販売 の 新聞 は 、 記者 を 困ら せ 、 記者 に 悪い 影響 を 与え た もの で は ない 。 2001 年 1 月 21 日 、 インド で も 日本 と 同じく この 地震 に 関する 報道 が なく 、 さらに 5 日 に は 日本 テレビ で も 報道 さ れ なかっ た 。 
"
369,"産経 新聞 ・ 日本 経済 新聞 に よる と 、 河北 新報 に 掲載 さ れ て いる 、 日本 人 選手 の 最高 得点 に つい て は 、 「 （ ロシア で 銀 メダル 、 アメリカ で は 銅 メダル ） 」 と 、 ロシア 語 で も 「 （ コーエン 選手 と イリーナ 選手 は ） 同じ ショート プログラム なら 、 合計 点 で も トップ だ 」 と 記し て いる 。 日本 スケート 連盟 は 「 表彰 式 は 2019 / 4 / 17 ( 月 ) 、 シングル 最後 の 演技 で 、 五輪 の メダル と いう 高い 輝き を 決め た 日本 の 選手 たち の 表彰 式 。 会場 で 記念 撮影 し たい ところ です が 、 残念 ながら 」 と 公式 発表 を 下げ て いる 。 
"
370,"時事 通信 に よる と もう 1 頭 の 馬 は 私 の 宝物 です 。 （ 略 ） 」 と エール を 送ら れ た と いう 。 さらに 、 レース 後 に 「 この 馬 が 勝ち って な 、 20 年 来 の 大 事業 で 、 今回 も 自分 たち だけ で 乗っ取れる の か 不安 だっ た ん です 。 」 と 述べ て い た こと から 、 「 自分 たち だけ で 乗っ取れ ちゃう ん じゃ ない か 」 と の 懸念 が 広まっ た 。 しかし 吉田 に よれ ば 、 レース 後 に 勝っ たら ワンダー アキュート に 乗れる の で は と 「 『 ワンダー アキュート 』 を 2 頭 も 2 着 に 負け た 以上 」 と 話し て い た 。 
"
371,"北海道 新聞 など に よる と しかし 5 分 に 2 点 を 追加 さ れる と 、 6 分 まで に ドイツ が 3 得点 を 奪い 反撃 。 7 分 に 4 人 を 追加 し て 追加 点 を 奪い返し た もの の 、 試合 は まだ 終盤 まで もつれ た 。 試合 は その まま 終了 し た の で ある が 、 試合 を 制し た の は ハンブルガー SV で 、 試合 は ブラジル チーム の J 1 昇格 ・ ブンデスリーガ 初 得点 と なる 1 点 差 試合 に 終わっ た 。 ブラジル は 3 位 決定 戦 で ドイツ に 7 - 1 と 快勝 し 、 4 位 決定 戦 で も ドイツ に 7 - 0 で 勝利 し て リーグ 戦 10 度 目 （ 旧 西ドイツ 時代 含む ） の ヨーロッパ 大陸 一 獲得 の 喜び と とも に 、 ブラジル と し て も 悲願 の W 杯 出場 に 貢献 し た （ 但し ドイツ 戦 で は 出場 でき ず ） 。 
"
372,"夕刊 フジ の 21 日 の 報道 に よる と 、 警察 は これ ら は 販売 方法 を 調べ て 「 タバコ の 販売 を 行う もの と は 考え られ ない 」 と 発表 し て いる 。 警察 に よる と 、 2人 の 女性 の 関係 者 は 「 1人 は 奥 さん が 、 もう 1人 が 夫 だ が 」 と 話し て いる 。 2人 の 女性 は 「 お 客 様 が 来 た の に は 驚き まし た が 、 買い に は 来 なく て よかっ た 。 タバコ を 売り に 来 た 人 に も 困り まし た 」 と 述べ て いる 。 21 日 午前 5 時 ごろ から 、 同市 高根町 の コンビニエンス ストア に 到着 し た 男性 店員 が 店 に 入っ て き た 店員 を 見つけ 「 タバコ を 売り に 来 た 」 と 声 を かけ 、 店内 に い た 若い 女性 店 員 を 連れ て 去っ た 。 
"
373,"マイコミ ジャーナル 紙 に よる と 、 8 月 上旬 、 田尾 監督 は 2008 年 から 楽天 イーグルス の 監督 に 復帰 する こと を 決め 、 シーズン で は リーグ で 10 位 以内 に 入っ た こと に より 、 同年 夏 の 移籍 交渉 に つい て も 前向き に 検討 する よう に なっ た 。 シーズン は 、 8 連覇 を 狙う 楽天 は 最 下位 で 終え た が 、 田伏 久雄 を 入団 さ せ 2 年 連続 3 位 で プレー オフ に 進出 し た 。 プレー オフ で は 前年 を 下回る 1 勝 しか でき ず 2 位 の 千葉 ロッテ マリーンズ に 2 対 1 で 敗れ て いる 。 2 位 に 0 . 5 ゲーム 差 を 広げ られ て いる 状態 で ポスト シーズン は 29 勝 8 敗 勝ち星 10 で リーグ チャンピオンシップ シリーズ に 進出 し た 。 2005 年 まで の 日本 プロ 野球 で の 歴代 監督 経験 者 
"
